L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Curriculum & Instruction,"['Kindle eBooks, Textbooks, Teaching & Education, Curriculum & Instruction']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Database Storage & Design,"['Kindle eBooks, Textbooks, Computer Science, Database Storage & Design']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Dentistry,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Dentistry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Diagnostic Imaging,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Radiology & Nuclear Medicine, Diagnostic Imaging', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Diagnostics & Labs, Diagnostic Imaging']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Diet Therapy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Alternative Medicine, Diet Therapy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Earth Sciences,"['Kindle eBooks, Textbooks, Science & Mathematics, Earth Sciences']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Ecology,"['Kindle eBooks, Textbooks, Science & Mathematics, Biology & Life Sciences, Ecology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Economic Theory,"['Kindle eBooks, Textbooks, Business & Finance, Economics, Economic Theory']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Economics,"['Kindle eBooks, Textbooks, Business & Finance, Economics, Macroeconomics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Educational Philosophy,"['Kindle eBooks, Textbooks, Teaching & Education, Educational Philosophy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Elementary Education,"['Kindle eBooks, Textbooks, Teaching & Education, Elementary Education']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Emergency Medical Services,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Emergency Medical Services']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Environmental Engineering,"['Kindle eBooks, Textbooks, Engineering, Environmental Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Environmental Studies,"['Kindle eBooks, Textbooks, Science & Mathematics, Environmental Studies']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Epidemiology,"['Books, Medicine and Health Sciences Textbooks, Research, Epidemiology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Essays,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Special Topics, Essays']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Ethics,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Ethics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Fiber Optics,"['Kindle eBooks, Textbooks, Engineering, Electrical & Electronic Engineering, Fiber Optics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Forensic Medicine,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Forensic Medicine']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Gay & Lesbian Studies,"['Kindle eBooks, Textbooks, Social Sciences, Gay & Lesbian Studies']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Genetics,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Genetics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Geography,"['Kindle eBooks, Textbooks, Social Sciences, Geography']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Geometry,"['Kindle eBooks, Textbooks, Science & Mathematics, Mathematics, Geometry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Health Care Delivery,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Health Care Delivery']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Health Policy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Health Policy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Health Risk Assessment,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Health Risk Assessment']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,History,"['Kindle eBooks, Textbooks, Humanities, History, Asia', 'Kindle eBooks, Textbooks, Humanities, History, Africa', 'Kindle eBooks, Textbooks, Humanities, History, Ancient', 'Kindle eBooks, Textbooks, Humanities, History, Europe', 'Kindle eBooks, Textbooks, Humanities, History, Middle East', 'Kindle eBooks, Textbooks, Humanities, History, United States', 'Kindle eBooks, Textbooks, Humanities, History, Latin America', 'Kindle eBooks, Textbooks, Humanities, History, India']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Holistic Medicine,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Alternative Medicine, Holistic Medicine']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Human Resources,"['Kindle eBooks, Textbooks, Business & Finance, Human Resources']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Humanities,"['Kindle eBooks, Textbooks, Humanities, History, Military', 'Kindle eBooks, Textbooks, Humanities, Visual Arts, Sculpture', 'Kindle eBooks, Textbooks, Humanities, Performing Arts, Film & Television', 'Kindle eBooks, Textbooks, Humanities, Performing Arts, Music']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Immunology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Immunology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Industrial Engineering,"['Kindle eBooks, Textbooks, Engineering, Industrial Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Internal Medicine,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Internal Medicine']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,International Business,"['Kindle eBooks, Textbooks, Business & Finance, International Business']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Investments & Securities,"['Kindle eBooks, Textbooks, Business & Finance, Investments & Securities']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Laboratory Medicine,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Diagnostics & Labs, Laboratory Medicine']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Language & Linguistics,"['Kindle eBooks, Textbooks, Humanities, Language & Linguistics, Foreign Languages, Chinese', 'Kindle eBooks, Textbooks, Humanities, Language & Linguistics, Foreign Languages, French', 'Kindle eBooks, Textbooks, Humanities, Language & Linguistics, Foreign Languages, Spanish', 'Kindle eBooks, Textbooks, Humanities, Language & Linguistics, Foreign Languages, Japanese', 'Kindle eBooks, Textbooks, Humanities, Language & Linguistics, Foreign Languages, Italian', 'Kindle eBooks, Textbooks, Humanities, Language & Linguistics, Indian Languages']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Library & Information Science,"['Kindle eBooks, Textbooks, Humanities, Library & Information Science']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Literature,"['Kindle eBooks, Textbooks, Humanities, Literature']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Management,"['Kindle eBooks, Textbooks, Business & Finance, Management']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Marine Engineering,"['Kindle eBooks, Textbooks, Engineering, Marine Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Mathematics,"['Kindle eBooks, Textbooks, Science & Mathematics, Mathematics, Algebra & Trigonometry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Mechanics,"['Kindle eBooks, Textbooks, Science & Mathematics, Mechanics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Medical & Surgical,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Medical & Surgical']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Medical Assistants,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Medical Assistants']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Medical History & Records,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Medical History & Records']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Medical Technology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Medical Technology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Medicine,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Parasitology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Pathology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Emergency Medicine', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Critical Care', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Pain Medicine', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Special Topics, History', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Diagnostics & Labs, Ultrasonography', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Urology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Thoracic']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Metallurgical & Materials Engineering,"['Kindle eBooks, Textbooks, Engineering, Metallurgical & Materials Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Microbiology,"['Books, Medicine and Health Sciences Textbooks, Medicine, Basic Sciences, Microbiology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Microbiology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Microeconomics,"['Kindle eBooks, Textbooks, Business & Finance, Economics, Microeconomics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Microprocessors,"['Kindle eBooks, Textbooks, Computer Science, Microprocessors']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Military Sciences,"['Kindle eBooks, Textbooks, Social Sciences, Military Sciences']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Mining,"['Kindle eBooks, Textbooks, Engineering, Mining']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Neuropsychology,"['Kindle eBooks, Textbooks, Social Sciences, Psychology, Neuropsychology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Neuroscience,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Neuroscience']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Nursing,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Home & Community Care', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Gerontology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Fundamentals & Skills', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Nurse & Patient', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Pediatric & Neonatal', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Psychiatry & Mental Health']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Nursing Administration & Management,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Administration & Management']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Nursing Home Care,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Nursing Home Care']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Nursing Issues,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Issues']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Object-Oriented Software Design,"['Kindle eBooks, Textbooks, Computer Science, Object-Oriented Software Design']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Occupational & Industrial Medicine,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Occupational & Industrial Medicine']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Occupational Therapy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Occupational Therapy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Optometry,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Optometry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Osteopathy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Alternative Medicine, Osteopathy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Pathophysiology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Pathophysiology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Pharmacology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Pharmacology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Pharmacy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Pharmacy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Philosophy,"['Kindle eBooks, Textbooks, Humanities, Philosophy, Aesthetics', 'Kindle eBooks, Textbooks, Humanities, Philosophy, Ethics', 'Kindle eBooks, Textbooks, Humanities, Philosophy, Epistemology', 'Kindle eBooks, Textbooks, Humanities, Philosophy, Logic', 'Kindle eBooks, Textbooks, Humanities, Philosophy, Metaphysics', 'Kindle eBooks, Textbooks, Humanities, Philosophy, History & Surveys']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Physical Therapy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Physical Therapy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Physics,"['Kindle eBooks, Textbooks, Science & Mathematics, Physics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Physiology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Physiology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Political History,"['Kindle eBooks, Textbooks, Social Sciences, Political Science, Political History']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Political Science,"['Kindle eBooks, Textbooks, Social Sciences, Political Science, Government', 'Kindle eBooks, Textbooks, Social Sciences, Political Science, International Relations', 'Kindle eBooks, Textbooks, Social Sciences, Political Science, Public Affairs', 'Kindle eBooks, Textbooks, Social Sciences, Political Science, Public Policy', 'Kindle eBooks, Textbooks, Social Sciences, Political Science, Political Ideologies']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Practice Management & Reimbursement,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Practice Management & Reimbursement']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Psychology,"['Kindle eBooks, Textbooks, Social Sciences, Psychology, Developmental Psychology', 'Kindle eBooks, Textbooks, Social Sciences, Psychology, Clinical Psychology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Psychopathology,"['Kindle eBooks, Textbooks, Social Sciences, Psychology, Psychopathology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Psychotherapy,"['Kindle eBooks, Textbooks, Social Sciences, Psychology, Psychotherapy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Public Health,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Public Health']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Real Estate,"['Kindle eBooks, Textbooks, Business & Finance, Real Estate']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Research,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Research']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Sales,"['Kindle eBooks, Textbooks, Business & Finance, Sales']"
